month,origin,X3am.6am,X6am.9am,X9am.12pm,X12pm.3pm,X3pm.6pm,X6pm.9pm,X9pm.12am
0,0,0,0,0,0,0,0,0
01,AL,0,-0.47619047619047616,37.38461538461539,19.25,63.36363636363637,0,0
01,AL,0,1.1428571428571428,43.69230769230769,8.75,60.63636363636363,0,0
02,AL,0,-1.1428571428571428,30.153846153846153,0,39.59090909090909,0,0
02,AL,0,-8.238095238095237,26.846153846153847,0,31.59090909090909,0,0
03,AL,0,17.5,15.055555555555555,0,12.875,0,0
03,AL,0,9.807692307692308,8.555555555555555,0,3.3333333333333335,0,0
04,AL,0,17.12,21.41176470588235,0,31.333333333333332,0,0
04,AL,0,10.68,19.764705882352942,0,32.25,0,0
05,AL,6.863636363636363,4.4,52.705882352941174,0,28.666666666666668,0,0
05,AL,1.3181818181818181,-2.8,41.588235294117645,0,29.083333333333332,0,0
06,AL,7.388888888888889,0.6666666666666666,38.19047619047619,0,60.95454545454545,0,0
06,AL,1.6111111111111112,-7.666666666666667,33.333333333333336,0,57.18181818181818,0,0
07,AL,0.8823529411764706,-1.5,6.12,0,41.89473684210526,0,0
07,AL,-6.235294117647059,1.25,0.48,0,34.21052631578947,0,0
08,AL,2.8947368421052633,-3.4,44.63157894736842,0,99.61904761904762,0,0
08,AL,-0.47368421052631576,-4.8,29.894736842105264,0,90,0,0
09,AL,0,-4.461538461538462,-6.928571428571429,0,51.6,0,0
09,AL,0,-4.423076923076923,-3.857142857142857,0,58,0,0
10,AL,0,-1.7407407407407407,37.43478260869565,-1.6666666666666667,28.875,0,0
10,AL,0,-3.259259259259259,35.73913043478261,-22,29.958333333333332,0,0
11,AL,-2.4,-3.3333333333333335,3.4285714285714284,-3.5,18.523809523809526,0,0
11,AL,-8.8,-20,-4.380952380952381,-17,8.571428571428571,0,0
12,AL,1.2941176470588236,0,22.666666666666668,1,24.11764705882353,0,0
12,AL,-7.529411764705882,0,26.333333333333332,-12.090909090909092,23.941176470588236,0,0
01,NY,7.492753623188406,4.685840707964601,7.386292834890965,20.789830508474576,28.055016181229774,33.775510204081634,25.424418604651162
01,NY,-1.6763285024154588,2.079646017699115,-0.7912772585669782,15.013559322033899,22.893203883495147,28.852040816326532,19.412790697674417
02,NY,4.207070707070707,6.510526315789473,3.2618181818181817,14.50996015936255,16.044444444444444,22.946428571428573,13.506172839506172
02,NY,-5.404040404040404,2.068421052631579,-6.585454545454546,6.135458167330677,8.37037037037037,12.428571428571429,7.580246913580247
03,NY,-1.3346938775510204,-0.3142857142857143,3.0545454545454547,7.5322128851540615,7.371517027863777,13.063583815028903,10.524886877828054
03,NY,-5.90204081632653,-5.433333333333334,-3.7515151515151515,1.3641456582633054,-0.7306501547987616,8.109826589595375,3.723981900452489
04,NY,4.4520547945205475,8.869127516778523,5.027777777777778,17.053050397877985,17.88339222614841,25.453846153846154,20.56896551724138
04,NY,-4.684931506849315,0.05033557046979866,-0.9097222222222222,13.047745358090186,12.056537102473499,22.107692307692307,14.012931034482758
05,NY,4.058139534883721,-0.08333333333333333,-1.0274390243902438,1.649390243902439,14.487870619946092,22.20418848167539,16.574162679425836
05,NY,-2.2325581395348837,-8.049242424242424,-6.408536585365853,-5.969512195121951,10.504043126684635,14.602094240837696,14.866028708133971
06,NY,12.124223602484472,2.1707317073170733,5.721830985915493,18.65277777777778,25.003125,33.86915887850467,35.45145631067961
06,NY,4.701863354037267,-3.362369337979094,-0.04929577464788733,11.07638888888889,15.546875,25.042056074766354,30.24757281553398
07,NY,0.9575757575757575,7.532915360501567,5.901754385964912,22.547528517110266,31.652482269503547,26.19191919191919,29.513513513513512
07,NY,-6.66060606060606,-1.4231974921630095,-1.0456140350877192,17.920152091254753,23.5,18.606060606060606,21.594594594594593
08,NY,-1.309090909090909,5.1069182389937104,9.484745762711864,14.86832740213523,30.6875,42.805,37.042328042328045
08,NY,-7.054545454545455,-2.1257861635220126,4.820338983050847,10.597864768683275,26.409375,35.62,29.037037037037038
09,NY,-0.20359281437125748,-2.579804560260586,-1.7517482517482517,3.4123376623376624,13.45016077170418,13.427947598253276,12.50632911392405
09,NY,-7.413173652694611,-9.667752442996743,-6.527972027972028,-1.1850649350649352,5.022508038585209,2.5807860262008733,2.3544303797468356
10,NY,8.396039603960396,-1.404040404040404,0.7731958762886598,12.651162790697674,18.15576323987539,6.393939393939394,17.20762711864407
10,NY,2.1485148514851486,-8.757575757575758,-3.718213058419244,8.820598006644518,9.115264797507788,-4.177489177489178,7.555084745762712
11,NY,1.3271604938271604,-0.6294117647058823,-0.5149253731343284,7.423076923076923,6.940119760479042,5.476394849785407,7.995145631067961
11,NY,-3.4876543209876543,-6.458823529411765,-8.619402985074627,1.7517482517482517,-3.0239520958083834,-4.579399141630901,-0.7378640776699029
12,NY,4.704225352112676,9.056338028169014,9.211221122112212,24.992592592592594,30.88813559322034,22.870813397129186,29.4206008583691
12,NY,0.38028169014084506,3.556338028169014,0.5115511551155115,19.79259259259259,24.02033898305085,16.79904306220096,26.57510729613734
01,VA,-1.2241379310344827,8.578947368421053,12.88433734939759,22.470674486803517,24.55017301038062,28.904761904761905,19.020942408376964
01,VA,-6.545977011494253,9.421052631578947,13.773493975903614,26.95601173020528,26.81833910034602,24.194805194805195,19.036649214659686
02,VA,-3.9941520467836256,6.76595744680851,6.6710875331564985,13.11737089201878,21.8978102189781,19.089622641509433,11.354497354497354
02,VA,-12.444444444444445,4.945288753799392,2.222811671087533,9.541471048513301,16.885036496350367,11.69811320754717,9.386243386243386
